date,time,country,country_code,opposing_country,spi,opposing_spi,spi_offense,opposing_spi_offense,spi_defense,opposing_spi_defense,sixteen,win
10-Jun,14:00,Algeria,ALG,GER,63.43,88.87,1.1208,3.1937,1.1636,0.7755,0.2032,1
10-Jun,14:00,Argentina,ARG,SUI,90,78.05,2.8541,1.9844,0.4494,0.9249,0.9279,1
10-Jun,14:00,Belgium,BEL,USA,81.97,77.42,2.1373,2.047,0.741,1.0139,0.7688,1
10-Jun,14:00,Brazil,BRA,CHI,91.83,86.72,3.3686,2.7113,0.5175,0.7043,0.994,1
10-Jun,14:00,Chile,CHI,BRA,86.72,91.83,2.7113,3.3686,0.7043,0.5175,0.6951,0
10-Jun,14:00,Colombia,COL,URU,85.82,83.35,2.1813,2.2396,0.4528,0.6998,0.7794,1
10-Jun,14:00,Costa Rica,CRC,GRE,74.07,76.78,1.3227,1.3357,0.6993,0.5395,0.2622,1
10-Jun,14:00,France,FRA,NGA,86.12,75.23,2.4851,1.6677,0.619,0.8861,0.7974,1
10-Jun,14:00,Germany,GER,ALG,88.87,63.43,3.1937,1.1208,0.7755,1.1636,0.8806,0
10-Jun,14:00,Greece,GRE,CRC,76.78,74.07,1.3357,1.3227,0.5395,0.6993,0.3919,0
10-Jun,14:00,Mexico,MEX,NED,76.95,82.49,1.5534,2.3128,0.6888,0.817,0.398,0
10-Jun,14:00,Netherlands,NED,MEX,82.49,76.95,2.3128,1.5534,0.817,0.6888,0.4284,1
10-Jun,14:00,Nigeria,NGA,FRA,75.23,86.12,1.6677,2.4851,0.8861,0.619,0.3174,0
10-Jun,14:00,Switzerland,SUI,ARG,78.05,90,1.9844,2.8541,0.9249,0.4494,0.4459,0
10-Jun,14:00,Uruguay,URU,COL,83.35,85.82,2.2396,2.1813,0.6998,0.4528,0.6483,0
10-Jun,14:00,USA,USA,BEL,77.42,81.97,2.047,2.1373,1.0139,0.741,0.3228,0
11-Jun,13:30,Algeria,ALG,GER,63.43,88.87,1.1208,3.1937,1.1636,0.7755,0.2032,1
11-Jun,13:30,Argentina,ARG,SUI,90,78.05,2.8541,1.9844,0.4494,0.9249,0.9279,1
11-Jun,13:30,Belgium,BEL,USA,81.97,77.42,2.1373,2.047,0.741,1.0139,0.7688,1
11-Jun,13:30,Brazil,BRA,CHI,91.83,86.72,3.3686,2.7113,0.5175,0.7043,0.994,1
11-Jun,13:30,Chile,CHI,BRA,86.72,91.83,2.7113,3.3686,0.7043,0.5175,0.6951,0
11-Jun,13:30,Colombia,COL,URU,85.82,83.35,2.1813,2.2396,0.4528,0.6998,0.7794,1
11-Jun,13:30,Costa Rica,CRC,GRE,74.07,76.78,1.3227,1.3357,0.6993,0.5395,0.2622,1
11-Jun,13:30,France,FRA,NGA,86.12,75.23,2.4851,1.6677,0.619,0.8861,0.7974,1
11-Jun,13:30,Germany,GER,ALG,88.87,63.43,3.1937,1.1208,0.7755,1.1636,0.8806,0
11-Jun,13:30,Greece,GRE,CRC,76.78,74.07,1.3357,1.3227,0.5395,0.6993,0.3919,0
11-Jun,13:30,Mexico,MEX,NED,76.95,82.49,1.5534,2.3128,0.6888,0.817,0.398,0
11-Jun,13:30,Netherlands,NED,MEX,82.49,76.95,2.3128,1.5534,0.817,0.6888,0.4284,1
11-Jun,13:30,Nigeria,NGA,FRA,75.23,86.12,1.6677,2.4851,0.8861,0.619,0.3174,0
11-Jun,13:30,Switzerland,SUI,ARG,78.05,90,1.9844,2.8541,0.9249,0.4494,0.4459,0
11-Jun,13:30,Uruguay,URU,COL,83.35,85.82,2.2396,2.1813,0.6998,0.4528,0.6483,0
11-Jun,13:30,USA,USA,BEL,77.42,81.97,2.047,2.1373,1.0139,0.741,0.3228,0
12-Jun,9:45,Algeria,ALG,GER,63.42,88.88,1.1206,3.1935,1.1638,0.7751,0.2056,1
12-Jun,9:45,Argentina,ARG,SUI,90,78.05,2.8542,1.9845,0.4494,0.9248,0.9255,1
12-Jun,9:45,Belgium,BEL,USA,81.97,77.42,2.1378,2.0472,0.7411,1.0139,0.7746,1
12-Jun,9:45,Brazil,BRA,CHI,91.83,86.72,3.3717,2.7115,0.5197,0.7043,0.993,1
12-Jun,9:45,Chile,CHI,BRA,86.72,91.83,2.7115,3.3717,0.7043,0.5197,0.6971,0
12-Jun,9:45,Colombia,COL,URU,85.82,83.35,2.1811,2.2397,0.4528,0.6997,0.7775,1
12-Jun,9:45,Costa Rica,CRC,GRE,74.08,76.78,1.3227,1.3359,0.6992,0.5396,0.2649,1
12-Jun,9:45,France,FRA,NGA,86.13,75.23,2.4857,1.6678,0.6189,0.8861,0.805,1
12-Jun,9:45,Germany,GER,ALG,88.88,63.42,3.1935,1.1206,0.7751,1.1638,0.8831,0
12-Jun,9:45,Greece,GRE,CRC,76.78,74.08,1.3359,1.3227,0.5396,0.6992,0.3857,0
12-Jun,9:45,Mexico,MEX,NED,76.95,82.5,1.5531,2.3132,0.6888,0.817,0.3989,0
12-Jun,9:45,Netherlands,NED,MEX,82.5,76.95,2.3132,1.5531,0.817,0.6888,0.4293,1
12-Jun,9:45,Nigeria,NGA,FRA,75.23,86.13,1.6678,2.4857,0.8861,0.6189,0.3185,0
12-Jun,9:45,Switzerland,SUI,ARG,78.05,90,1.9845,2.8542,0.9248,0.4494,0.4467,0
12-Jun,9:45,Uruguay,URU,COL,83.35,85.82,2.2397,2.1811,0.6997,0.4528,0.6539,0
12-Jun,9:45,USA,USA,BEL,77.42,81.97,2.0472,2.1378,1.0139,0.7411,0.3254,0
12-Jun,22:00,Algeria,ALG,GER,63.42,88.88,1.1206,3.1935,1.1638,0.7751,0.2011,1
12-Jun,22:00,Argentina,ARG,SUI,90,78.05,2.8542,1.9845,0.4494,0.9248,0.923,1
12-Jun,22:00,Belgium,BEL,USA,81.97,77.42,2.1378,2.0472,0.7411,1.0139,0.7733,1
12-Jun,22:00,Brazil,BRA,CHI,91.83,86.72,3.3717,2.7115,0.5197,0.7043,0.9984,1
12-Jun,22:00,Chile,CHI,BRA,86.72,91.83,2.7115,3.3717,0.7043,0.5197,0.6992,0
12-Jun,22:00,Colombia,COL,URU,85.82,83.35,2.1811,2.2397,0.4528,0.6997,0.7868,1
12-Jun,22:00,Costa Rica,CRC,GRE,74.08,76.78,1.3227,1.3359,0.6992,0.5396,0.2666,1
12-Jun,22:00,France,FRA,NGA,86.13,75.23,2.4857,1.6678,0.6189,0.8861,0.7967,1
12-Jun,22:00,Germany,GER,ALG,88.88,63.42,3.1935,1.1206,0.7751,1.1638,0.8833,0
12-Jun,22:00,Greece,GRE,CRC,76.78,74.08,1.3359,1.3227,0.5396,0.6992,0.3836,0
12-Jun,22:00,Mexico,MEX,NED,76.95,82.5,1.5531,2.3132,0.6888,0.817,0.3896,0
12-Jun,22:00,Netherlands,NED,MEX,82.5,76.95,2.3132,1.5531,0.817,0.6888,0.4286,1
12-Jun,22:00,Nigeria,NGA,FRA,75.23,86.13,1.6678,2.4857,0.8861,0.6189,0.3199,0
12-Jun,22:00,Switzerland,SUI,ARG,78.05,90,1.9845,2.8542,0.9248,0.4494,0.4468,0
12-Jun,22:00,Uruguay,URU,COL,83.35,85.82,2.2397,2.1811,0.6997,0.4528,0.6546,0
12-Jun,22:00,USA,USA,BEL,77.42,81.97,2.0472,2.1378,1.0139,0.7411,0.3246,0
13-Jun,9:30,Algeria,ALG,GER,63.41,88.88,1.1202,3.194,1.1642,0.7751,0.2031,1
13-Jun,9:30,Argentina,ARG,SUI,90,78.09,2.8542,1.9841,0.4498,0.9216,0.9227,1
13-Jun,9:30,Belgium,BEL,USA,82,77.42,2.1387,2.0473,0.7397,1.0141,0.777,1
13-Jun,9:30,Brazil,BRA,CHI,91.64,86.71,3.3933,2.7085,0.559,0.7041,0.9978,1
13-Jun,9:30,Chile,CHI,BRA,86.71,91.64,2.7085,3.3933,0.7041,0.559,0.6931,0
13-Jun,9:30,Colombia,COL,URU,85.82,83.33,2.1806,2.2379,0.4532,0.6999,0.7775,1
13-Jun,9:30,Costa Rica,CRC,GRE,74.07,76.79,1.3226,1.3365,0.6996,0.5396,0.2639,1
13-Jun,9:30,France,FRA,NGA,86.13,75.23,2.4862,1.6678,0.6189,0.8866,0.7987,1
13-Jun,9:30,Germany,GER,ALG,88.88,63.41,3.194,1.1202,0.7751,1.1642,0.8761,0
13-Jun,9:30,Greece,GRE,CRC,76.79,74.07,1.3365,1.3226,0.5396,0.6996,0.3828,0
13-Jun,9:30,Mexico,MEX,NED,76.93,82.5,1.5518,2.3138,0.6892,0.8173,0.386,0
13-Jun,9:30,Netherlands,NED,MEX,82.5,76.93,2.3138,1.5518,0.8173,0.6892,0.4262,1
13-Jun,9:30,Nigeria,NGA,FRA,75.23,86.13,1.6678,2.4862,0.8866,0.6189,0.3138,0
13-Jun,9:30,Switzerland,SUI,ARG,78.09,90,1.9841,2.8542,0.9216,0.4498,0.4526,0
13-Jun,9:30,Uruguay,URU,COL,83.33,85.82,2.2379,2.1806,0.6999,0.4532,0.6585,0
13-Jun,9:30,USA,USA,BEL,77.42,82,2.0473,2.1387,1.0141,0.7397,0.3293,0
13-Jun,18:00,Algeria,ALG,GER,63.41,88.88,1.1202,3.194,1.1642,0.7751,0.1973,1
13-Jun,18:00,Argentina,ARG,SUI,90,78.09,2.8542,1.9841,0.4498,0.9216,0.9252,1
13-Jun,18:00,Belgium,BEL,USA,82,77.42,2.1387,2.0473,0.7397,1.0141,0.7808,1
13-Jun,18:00,Brazil,BRA,CHI,91.64,86.71,3.3933,2.7085,0.559,0.7041,0.9985,1
13-Jun,18:00,Chile,CHI,BRA,86.71,91.64,2.7085,3.3933,0.7041,0.559,0.6906,0
13-Jun,18:00,Colombia,COL,URU,85.82,83.33,2.1806,2.2379,0.4532,0.6999,0.7761,1
13-Jun,18:00,Costa Rica,CRC,GRE,74.07,76.79,1.3226,1.3365,0.6996,0.5396,0.2646,1
13-Jun,18:00,France,FRA,NGA,86.13,75.23,2.4862,1.6678,0.6189,0.8866,0.7977,1
13-Jun,18:00,Germany,GER,ALG,88.88,63.41,3.194,1.1202,0.7751,1.1642,0.8759,0
13-Jun,18:00,Greece,GRE,CRC,76.79,74.07,1.3365,1.3226,0.5396,0.6996,0.3876,0
13-Jun,18:00,Mexico,MEX,NED,76.93,82.5,1.5518,2.3138,0.6892,0.8173,0.591,0
13-Jun,18:00,Netherlands,NED,MEX,82.5,76.93,2.3138,1.5518,0.8173,0.6892,0.442,1
13-Jun,18:00,Nigeria,NGA,FRA,75.23,86.13,1.6678,2.4862,0.8866,0.6189,0.3172,0
13-Jun,18:00,Switzerland,SUI,ARG,78.09,90,1.9841,2.8542,0.9216,0.4498,0.4403,0
13-Jun,18:00,Uruguay,URU,COL,83.33,85.82,2.2379,2.1806,0.6999,0.4532,0.6432,0
13-Jun,18:00,USA,USA,BEL,77.42,82,2.0473,2.1387,1.0141,0.7397,0.3302,0
13-Jun,21:00,Algeria,ALG,GER,63.41,88.88,1.1202,3.194,1.1642,0.7751,0.2005,1
13-Jun,21:00,Argentina,ARG,SUI,90,78.09,2.8542,1.9841,0.4498,0.9216,0.9272,1
13-Jun,21:00,Belgium,BEL,USA,82,77.42,2.1387,2.0473,0.7397,1.0141,0.7761,1
13-Jun,21:00,Brazil,BRA,CHI,91.64,86.71,3.3933,2.7085,0.559,0.7041,0.998,1
13-Jun,21:00,Chile,CHI,BRA,86.71,91.64,2.7085,3.3933,0.7041,0.559,0.6731,0
13-Jun,21:00,Colombia,COL,URU,85.82,83.33,2.1806,2.2379,0.4532,0.6999,0.7715,1
13-Jun,21:00,Costa Rica,CRC,GRE,74.07,76.79,1.3226,1.3365,0.6996,0.5396,0.2643,1
13-Jun,21:00,France,FRA,NGA,86.13,75.23,2.4862,1.6678,0.6189,0.8866,0.7965,1
13-Jun,21:00,Germany,GER,ALG,88.88,63.41,3.194,1.1202,0.7751,1.1642,0.88,0
13-Jun,21:00,Greece,GRE,CRC,76.79,74.07,1.3365,1.3226,0.5396,0.6996,0.3928,0
13-Jun,21:00,Mexico,MEX,NED,76.93,82.5,1.5518,2.3138,0.6892,0.8173,0.5899,0
13-Jun,21:00,Netherlands,NED,MEX,82.5,76.93,2.3138,1.5518,0.8173,0.6892,0.9063,1
13-Jun,21:00,Nigeria,NGA,FRA,75.23,86.13,1.6678,2.4862,0.8866,0.6189,0.3157,0
13-Jun,21:00,Switzerland,SUI,ARG,78.09,90,1.9841,2.8542,0.9216,0.4498,0.4456,0
13-Jun,21:00,Uruguay,URU,COL,83.33,85.82,2.2379,2.1806,0.6999,0.4532,0.6548,0
13-Jun,21:00,USA,USA,BEL,77.42,82,2.0473,2.1387,1.0141,0.7397,0.3274,0
14-Jun,0:00,Algeria,ALG,GER,63.41,88.88,1.1202,3.194,1.1642,0.7751,0.1963,1
14-Jun,0:00,Argentina,ARG,SUI,90,78.09,2.8542,1.9841,0.4498,0.9216,0.9229,1
14-Jun,0:00,Belgium,BEL,USA,82,77.42,2.1387,2.0473,0.7397,1.0141,0.7733,1
14-Jun,0:00,Brazil,BRA,CHI,91.64,86.71,3.3933,2.7085,0.559,0.7041,0.998,1
14-Jun,0:00,Chile,CHI,BRA,86.71,91.64,2.7085,3.3933,0.7041,0.559,0.7718,0
14-Jun,0:00,Colombia,COL,URU,85.82,83.33,2.1806,2.2379,0.4532,0.6999,0.7838,1
14-Jun,0:00,Costa Rica,CRC,GRE,74.07,76.79,1.3226,1.3365,0.6996,0.5396,0.2607,1
14-Jun,0:00,France,FRA,NGA,86.13,75.23,2.4862,1.6678,0.6189,0.8866,0.8015,1
14-Jun,0:00,Germany,GER,ALG,88.88,63.41,3.194,1.1202,0.7751,1.1642,0.8833,0
14-Jun,0:00,Greece,GRE,CRC,76.79,74.07,1.3365,1.3226,0.5396,0.6996,0.3794,0
14-Jun,0:00,Mexico,MEX,NED,76.93,82.5,1.5518,2.3138,0.6892,0.8173,0.59,0
14-Jun,0:00,Netherlands,NED,MEX,82.5,76.93,2.3138,1.5518,0.8173,0.6892,0.8995,1
14-Jun,0:00,Nigeria,NGA,FRA,75.23,86.13,1.6678,2.4862,0.8866,0.6189,0.322,0
14-Jun,0:00,Switzerland,SUI,ARG,78.09,90,1.9841,2.8542,0.9216,0.4498,0.4469,0
14-Jun,0:00,Uruguay,URU,COL,83.33,85.82,2.2379,2.1806,0.6999,0.4532,0.6528,0
14-Jun,0:00,USA,USA,BEL,77.42,82,2.0473,2.1387,1.0141,0.7397,0.3269,0
14-Jun,9:30,Algeria,ALG,GER,63.36,88.86,1.1193,3.1981,1.1652,0.7783,0.1997,1
14-Jun,9:30,Argentina,ARG,SUI,89.99,78.06,2.8546,1.9812,0.45,0.9198,0.9188,1
14-Jun,9:30,Belgium,BEL,USA,82.01,77.47,2.1377,2.0538,0.7362,1.0128,0.7687,1
14-Jun,9:30,Brazil,BRA,CHI,91.63,86.68,3.391,2.7208,0.5577,0.7117,0.9979,1
14-Jun,9:30,Chile,CHI,BRA,86.68,91.63,2.7208,3.391,0.7117,0.5577,0.7733,0
14-Jun,9:30,Colombia,COL,URU,85.81,83.23,2.1793,2.2318,0.4513,0.7017,0.7788,1
14-Jun,9:30,Costa Rica,CRC,GRE,74.13,76.83,1.3273,1.3401,0.6977,0.5379,0.267,1
14-Jun,9:30,France,FRA,NGA,86.13,75.14,2.4875,1.6667,0.6181,0.8891,0.7951,1
14-Jun,9:30,Germany,GER,ALG,88.86,63.36,3.1981,1.1193,0.7783,1.1652,0.8772,0
14-Jun,9:30,Greece,GRE,CRC,76.83,74.13,1.3401,1.3273,0.5379,0.6977,0.385,0
14-Jun,9:30,Mexico,MEX,NED,77.55,86.94,1.5331,2.8146,0.6328,0.7449,0.5888,0
14-Jun,9:30,Netherlands,NED,MEX,86.94,77.55,2.8146,1.5331,0.7449,0.6328,0.9572,1
14-Jun,9:30,Nigeria,NGA,FRA,75.14,86.13,1.6667,2.4875,0.8891,0.6181,0.3229,0
14-Jun,9:30,Switzerland,SUI,ARG,78.06,89.99,1.9812,2.8546,0.9198,0.45,0.4469,0
14-Jun,9:30,Uruguay,URU,COL,83.23,85.81,2.2318,2.1793,0.7017,0.4513,0.6556,0
14-Jun,9:30,USA,USA,BEL,77.47,82.01,2.0538,2.1377,1.0128,0.7362,0.3334,0
14-Jun,18:00,Algeria,ALG,GER,63.36,88.86,1.1193,3.1981,1.1652,0.7783,0.2008,1
14-Jun,18:00,Argentina,ARG,SUI,89.99,78.06,2.8546,1.9812,0.45,0.9198,0.9261,1
14-Jun,18:00,Belgium,BEL,USA,82.01,77.47,2.1377,2.0538,0.7362,1.0128,0.7787,1
14-Jun,18:00,Brazil,BRA,CHI,91.63,86.68,3.391,2.7208,0.5577,0.7117,0.998,1
14-Jun,18:00,Chile,CHI,BRA,86.68,91.63,2.7208,3.391,0.7117,0.5577,0.7751,0
14-Jun,18:00,Colombia,COL,URU,85.81,83.23,2.1793,2.2318,0.4513,0.7017,0.9375,1
14-Jun,18:00,Costa Rica,CRC,GRE,74.13,76.83,1.3273,1.3401,0.6977,0.5379,0.2627,1
14-Jun,18:00,France,FRA,NGA,86.13,75.14,2.4875,1.6667,0.6181,0.8891,0.7896,1
14-Jun,18:00,Germany,GER,ALG,88.86,63.36,3.1981,1.1193,0.7783,1.1652,0.8794,0
14-Jun,18:00,Greece,GRE,CRC,76.83,74.13,1.3401,1.3273,0.5379,0.6977,0.1866,0
14-Jun,18:00,Mexico,MEX,NED,77.55,86.94,1.5331,2.8146,0.6328,0.7449,0.5889,0
14-Jun,18:00,Netherlands,NED,MEX,86.94,77.55,2.8146,1.5331,0.7449,0.6328,0.9591,1
14-Jun,18:00,Nigeria,NGA,FRA,75.14,86.13,1.6667,2.4875,0.8891,0.6181,0.3057,0
14-Jun,18:00,Switzerland,SUI,ARG,78.06,89.99,1.9812,2.8546,0.9198,0.45,0.4459,0
14-Jun,18:00,Uruguay,URU,COL,83.23,85.81,2.2318,2.1793,0.7017,0.4513,0.652,0
14-Jun,18:00,USA,USA,BEL,77.47,82.01,2.0538,2.1377,1.0128,0.7362,0.3265,0
14-Jun,21:00,Algeria,ALG,GER,63.36,88.86,1.1193,3.1981,1.1652,0.7783,0.1977,1
14-Jun,21:00,Argentina,ARG,SUI,89.99,78.06,2.8546,1.9812,0.45,0.9198,0.9238,1
14-Jun,21:00,Belgium,BEL,USA,82.01,77.47,2.1377,2.0538,0.7362,1.0128,0.7868,1
14-Jun,21:00,Brazil,BRA,CHI,91.63,86.68,3.391,2.7208,0.5577,0.7117,0.9983,1
14-Jun,21:00,Chile,CHI,BRA,86.68,91.63,2.7208,3.391,0.7117,0.5577,0.7741,0
14-Jun,21:00,Colombia,COL,URU,85.81,83.23,2.1793,2.2318,0.4513,0.7017,0.9431,1
14-Jun,21:00,Costa Rica,CRC,GRE,74.13,76.83,1.3273,1.3401,0.6977,0.5379,0.6699,1
14-Jun,21:00,France,FRA,NGA,86.13,75.14,2.4875,1.6667,0.6181,0.8891,0.8046,1
14-Jun,21:00,Germany,GER,ALG,88.86,63.36,3.1981,1.1193,0.7783,1.1652,0.8706,0
14-Jun,21:00,Greece,GRE,CRC,76.83,74.13,1.3401,1.3273,0.5379,0.6977,0.1962,0
14-Jun,21:00,Mexico,MEX,NED,77.55,86.94,1.5331,2.8146,0.6328,0.7449,0.5841,0
14-Jun,21:00,Netherlands,NED,MEX,86.94,77.55,2.8146,1.5331,0.7449,0.6328,0.9586,1
14-Jun,21:00,Nigeria,NGA,FRA,75.14,86.13,1.6667,2.4875,0.8891,0.6181,0.3124,0
14-Jun,21:00,Switzerland,SUI,ARG,78.06,89.99,1.9812,2.8546,0.9198,0.45,0.4397,0
14-Jun,21:00,Uruguay,URU,COL,83.23,85.81,2.2318,2.1793,0.7017,0.4513,0.2625,0
14-Jun,21:00,USA,USA,BEL,77.47,82.01,2.0538,2.1377,1.0128,0.7362,0.3305,0
15-Jun,0:00,Algeria,ALG,GER,63.36,88.86,1.1193,3.1981,1.1652,0.7783,0.1973,1
15-Jun,0:00,Argentina,ARG,SUI,89.99,78.06,2.8546,1.9812,0.45,0.9198,0.9237,1
15-Jun,0:00,Belgium,BEL,USA,82.01,77.47,2.1377,2.0538,0.7362,1.0128,0.7759,1
15-Jun,0:00,Brazil,BRA,CHI,91.63,86.68,3.391,2.7208,0.5577,0.7117,0.9984,1
15-Jun,0:00,Chile,CHI,BRA,86.68,91.63,2.7208,3.391,0.7117,0.5577,0.7705,0
15-Jun,0:00,Colombia,COL,URU,85.81,83.23,2.1793,2.2318,0.4513,0.7017,0.9399,1
15-Jun,0:00,Costa Rica,CRC,GRE,74.13,76.83,1.3273,1.3401,0.6977,0.5379,0.6602,1
15-Jun,0:00,France,FRA,NGA,86.13,75.14,2.4875,1.6667,0.6181,0.8891,0.799,1
15-Jun,0:00,Germany,GER,ALG,88.86,63.36,3.1981,1.1193,0.7783,1.1652,0.8809,0
15-Jun,0:00,Greece,GRE,CRC,76.83,74.13,1.3401,1.3273,0.5379,0.6977,0.199,0
15-Jun,0:00,Mexico,MEX,NED,77.55,86.94,1.5331,2.8146,0.6328,0.7449,0.5873,0
15-Jun,0:00,Netherlands,NED,MEX,86.94,77.55,2.8146,1.5331,0.7449,0.6328,0.9596,1
15-Jun,0:00,Nigeria,NGA,FRA,75.14,86.13,1.6667,2.4875,0.8891,0.6181,0.3256,0
15-Jun,0:00,Switzerland,SUI,ARG,78.06,89.99,1.9812,2.8546,0.9198,0.45,0.4416,0
15-Jun,0:00,Uruguay,URU,COL,83.23,85.81,2.2318,2.1793,0.7017,0.4513,0.2594,0
15-Jun,0:00,USA,USA,BEL,77.47,82.01,2.0538,2.1377,1.0128,0.7362,0.324,0
15-Jun,9:30,Algeria,ALG,GER,63.36,88.87,1.1191,3.1972,1.1659,0.7786,0.2011,1
15-Jun,9:30,Argentina,ARG,SUI,90,78.03,2.8521,1.9791,0.4498,0.9216,0.9209,1
15-Jun,9:30,Belgium,BEL,USA,82.06,77.76,2.1405,2.0627,0.7355,1.0004,0.7854,1
15-Jun,9:30,Brazil,BRA,CHI,91.63,86.79,3.3847,2.7203,0.5572,0.7033,0.9985,1
15-Jun,9:30,Chile,CHI,BRA,86.79,91.63,2.7203,3.3847,0.7033,0.5572,0.773,0
15-Jun,9:30,Colombia,COL,URU,87.69,80.89,2.3949,2.194,0.4158,0.8617,0.9641,1
15-Jun,9:30,Costa Rica,CRC,GRE,77.48,74.29,1.5852,1.2891,0.6767,0.6597,0.7195,1
15-Jun,9:30,France,FRA,NGA,86.13,75.07,2.4866,1.6598,0.6193,0.8902,0.7899,1
15-Jun,9:30,Germany,GER,ALG,88.87,63.36,3.1972,1.1191,0.7786,1.1659,0.8742,0
15-Jun,9:30,Greece,GRE,CRC,74.29,77.48,1.2891,1.5852,0.6597,0.6767,0.1444,0
15-Jun,9:30,Mexico,MEX,NED,77.77,86.92,1.5407,2.8119,0.6249,0.747,0.589,0
15-Jun,9:30,Netherlands,NED,MEX,86.92,77.77,2.8119,1.5407,0.747,0.6249,0.9585,1
15-Jun,9:30,Nigeria,NGA,FRA,75.07,86.13,1.6598,2.4866,0.8902,0.6193,0.3175,0
15-Jun,9:30,Switzerland,SUI,ARG,78.03,90,1.9791,2.8521,0.9216,0.4498,0.447,0
15-Jun,9:30,Uruguay,URU,COL,80.89,87.69,2.194,2.3949,0.8617,0.4158,0.2102,0
15-Jun,9:30,USA,USA,BEL,77.76,82.06,2.0627,2.1405,1.0004,0.7355,0.344,0
15-Jun,18:00,Algeria,ALG,GER,63.36,88.87,1.1191,3.1972,1.1659,0.7786,0.1952,1
15-Jun,18:00,Argentina,ARG,SUI,90,78.03,2.8521,1.9791,0.4498,0.9216,0.9231,1
15-Jun,18:00,Belgium,BEL,USA,82.06,77.76,2.1405,2.0627,0.7355,1.0004,0.7702,1
15-Jun,18:00,Brazil,BRA,CHI,91.63,86.79,3.3847,2.7203,0.5572,0.7033,0.9985,1
15-Jun,18:00,Chile,CHI,BRA,86.79,91.63,2.7203,3.3847,0.7033,0.5572,0.7775,0
15-Jun,18:00,Colombia,COL,URU,87.69,80.89,2.3949,2.194,0.4158,0.8617,0.9634,1
15-Jun,18:00,Costa Rica,CRC,GRE,77.48,74.29,1.5852,1.2891,0.6767,0.6597,0.7207,1
15-Jun,18:00,France,FRA,NGA,86.13,75.07,2.4866,1.6598,0.6193,0.8902,0.7922,1
15-Jun,18:00,Germany,GER,ALG,88.87,63.36,3.1972,1.1191,0.7786,1.1659,0.8802,0
15-Jun,18:00,Greece,GRE,CRC,74.29,77.48,1.2891,1.5852,0.6597,0.6767,0.1502,0
15-Jun,18:00,Mexico,MEX,NED,77.77,86.92,1.5407,2.8119,0.6249,0.747,0.6027,0
15-Jun,18:00,Netherlands,NED,MEX,86.92,77.77,2.8119,1.5407,0.747,0.6249,0.9583,1
15-Jun,18:00,Nigeria,NGA,FRA,75.07,86.13,1.6598,2.4866,0.8902,0.6193,0.3126,0
15-Jun,18:00,Switzerland,SUI,ARG,78.03,90,1.9791,2.8521,0.9216,0.4498,0.7622,0
15-Jun,18:00,Uruguay,URU,COL,80.89,87.69,2.194,2.3949,0.8617,0.4158,0.2137,0
15-Jun,18:00,USA,USA,BEL,77.76,82.06,2.0627,2.1405,1.0004,0.7355,0.3395,0
15-Jun,21:00,Algeria,ALG,GER,63.36,88.87,1.1191,3.1972,1.1659,0.7786,0.2008,1
15-Jun,21:00,Argentina,ARG,SUI,90,78.03,2.8521,1.9791,0.4498,0.9216,0.9284,1
15-Jun,21:00,Belgium,BEL,USA,82.06,77.76,2.1405,2.0627,0.7355,1.0004,0.7686,1
15-Jun,21:00,Brazil,BRA,CHI,91.63,86.79,3.3847,2.7203,0.5572,0.7033,0.9977,1
15-Jun,21:00,Chile,CHI,BRA,86.79,91.63,2.7203,3.3847,0.7033,0.5572,0.7731,0
15-Jun,21:00,Colombia,COL,URU,87.69,80.89,2.3949,2.194,0.4158,0.8617,0.9633,1
15-Jun,21:00,Costa Rica,CRC,GRE,77.48,74.29,1.5852,1.2891,0.6767,0.6597,0.7258,1
15-Jun,21:00,France,FRA,NGA,86.13,75.07,2.4866,1.6598,0.6193,0.8902,0.9102,1
15-Jun,21:00,Germany,GER,ALG,88.87,63.36,3.1972,1.1191,0.7786,1.1659,0.8788,0
15-Jun,21:00,Greece,GRE,CRC,74.29,77.48,1.2891,1.5852,0.6597,0.6767,0.1461,0
15-Jun,21:00,Mexico,MEX,NED,77.77,86.92,1.5407,2.8119,0.6249,0.747,0.5962,0
15-Jun,21:00,Netherlands,NED,MEX,86.92,77.77,2.8119,1.5407,0.747,0.6249,0.9594,1
15-Jun,21:00,Nigeria,NGA,FRA,75.07,86.13,1.6598,2.4866,0.8902,0.6193,0.3191,0
15-Jun,21:00,Switzerland,SUI,ARG,78.03,90,1.9791,2.8521,0.9216,0.4498,0.7715,0
15-Jun,21:00,Uruguay,URU,COL,80.89,87.69,2.194,2.3949,0.8617,0.4158,0.2092,0
15-Jun,21:00,USA,USA,BEL,77.76,82.06,2.0627,2.1405,1.0004,0.7355,0.346,0
16-Jun,1:00,Algeria,ALG,GER,63.35,88.87,1.1188,3.1985,1.166,0.7763,0.201,1
16-Jun,1:00,Argentina,ARG,SUI,90.51,79.31,2.901,2.0712,0.4164,0.8939,0.9803,1
16-Jun,1:00,Belgium,BEL,USA,82.1,77.53,2.1462,2.0458,0.7351,1.0036,0.7765,1
16-Jun,1:00,Brazil,BRA,CHI,91.61,86.77,3.3851,2.7182,0.5567,0.702,0.9987,1
16-Jun,1:00,Chile,CHI,BRA,86.77,91.61,2.7182,3.3851,0.702,0.5567,0.78,0
16-Jun,1:00,Colombia,COL,URU,87.62,80.77,2.3961,2.1806,0.4209,0.8603,0.9631,1
